query_wid,s1_first,hyb_first,class
W_114490,173,173,A
W_114490,149,149,A
W_38429,43,43,A
W_114408,76,76,A
W_10849,19,24,B_demoted
W_121401,9,1,R
W_121401,24,24,B_not_promoted
W_3529,52,52,A
W_27790,2,1,R
W_4749,7,15,B_demoted
W_7202,11,2,B_not_promoted
W_179,1102,1102,A
W_4751,1,1,R
W_10141,34,34,A
W_6093,35,35,A
W_40419,8,9,B_demoted
W_9571,68,68,A
W_9271,418,418,A
W_3978,1,1,R
W_4755,1,1,R
W_19955,9,1,R
W_4755,1,1,R
W_30209,6,18,B_demoted
W_6939,15,3,B_not_promoted
W_5095,182,182,A
W_4762,1,1,R
W_9703,1701,1701,A
W_12135,99,99,A
W_79329,662,662,A
W_2301,4,1,R
W_9131,1,10,B_demoted
W_47639,1,1,R
W_47639,2,1,R
W_3077,15,2,B_not_promoted
W_50523,1636,1636,A
W_4833,1,1,R
W_9266,3,4,B_demoted
W_51795,215,215,A
W_4767,4,1,R
W_31938,1315,1315,A
W_4767,5,3,B_not_promoted
W_12135,18,1,R
W_11779,48,48,A
W_10641,6,1,R
W_5319,1,1,R
W_401,7,3,B_not_promoted
W_156124,10,2,B_not_promoted
W_156124,24,20,B_not_promoted
W_156124,63,63,A
W_156124,62,62,A
W_116516,37,37,A
W_4775,4,1,R
W_4779,2,1,R
W_5697,7,2,B_not_promoted
W_56366,3474,3474,A
W_17662,134,134,A
W_99751,1,1,R
W_11471,24,27,B_demoted
W_8339,9,1,R
W_10141,65,65,A
W_23627,202,202,A
W_118543,1,1,R
W_2454,16,29,B_demoted
W_4468,1017,1017,A
W_5724,30,1,R
W_7229,50,50,A
W_11535,614,614,A
W_5958,1,1,R
W_1305,4,1,R
W_20622,165,165,A
W_4694,282,282,A
W_4694,39,39,A
W_118849,1,1,R
W_1769,4,1,R
W_47901,1,1,R
W_6859,29,1,R
W_49809,21,25,B_demoted
W_30235,274,274,A
W_11652,126,126,A
W_6693,72,72,A
W_26988,4,1,R
W_14501,1,1,R
W_20005,17,12,B_not_promoted
W_12168,10,3,B_not_promoted
W_47901,2,1,R
W_6859,1597,1597,A
W_31091,17,1,R
W_4779,1,1,R
W_4646,24,1,R
W_132642,14,1,R
W_9724,38,38,A
W_1308,2768,2768,A
W_7261,114,114,A
W_7261,1,1,R
W_7261,1,1,R
W_10851,24,21,B_not_promoted
W_63932,35,35,A
W_40251,36,36,A
W_3321,58,58,A
W_4854,661,661,A
W_7261,1390,1390,A
W_4801,7,2,B_not_promoted
W_44435,135,135,A
W_6031,81,81,A
W_13695,86,86,A
W_26461,41,41,A
W_3063,6,11,B_demoted
W_4775,88,88,A
W_21721,17,11,B_not_promoted
W_4801,193,193,A
W_20541,240,240,A
W_118823,78,78,A
W_22148,8,1,R
W_9276,209,209,A
W_656,8,1,R
W_7264,1,1,R
W_68897,21,13,B_not_promoted
W_123334,190,190,A
W_117883,58,58,A
W_8387,2,1,R
W_4812,66,66,A
W_23165,3,1,R
W_11051,1,1,R
W_1276,1,1,R
W_2966,1,1,R
W_59150,1,1,R
W_4816,134,134,A
W_17662,1,1,R
W_17662,1,1,R
W_5500,1,1,R
W_156539,46,46,A
W_156542,1,1,R
W_399,2,1,R
W_1108,1644,1644,A
W_10717,47,47,A
W_12992,4,1,R
W_6693,5,11,B_demoted
W_12795,28,2,B_not_promoted
W_4826,1,1,R
W_1347,5,24,B_demoted
W_4867,211,211,A
W_20064,3,1,R
W_799,1,1,R
W_39525,1,1,R
W_167,71,71,A
W_383,2,1,R
W_26939,4236,4236,A
W_10212,166,166,A
W_17671,97,97,A
W_48320,2,1,R
W_48320,1,1,R
W_134666,12,1,R
W_20122,3,1,R
W_2911,63,63,A
W_4833,1,1,R
W_4833,16,28,B_demoted
W_4779,6,1,R
W_1769,31,31,A
W_39055,3,6,B_demoted
W_4646,109,109,A
W_13216,18,1,R
W_1769,3,1,R
W_4835,24,1,R
W_383,2474,2474,A
W_126478,147,147,A
W_59319,662,662,A
W_82200,114,114,A
W_30678,103,103,A
W_20162,8,2,B_not_promoted
W_4767,416,416,A
W_122709,93,93,A
W_4835,898,898,A
W_135493,8,13,B_demoted
W_134347,114,114,A
W_4835,7,1,R
W_12972,335,335,A
W_5141,164,164,A
W_4841,2,1,R
W_13222,1,1,R
W_5368,1,1,R
W_199,1,1,R
W_4843,3,5,B_demoted
W_5388,2,2,B_not_promoted
W_29078,3,1,R
W_135478,34,34,A
W_134622,1,1,R
W_677,4,1,R
W_580,8,1,R
W_91786,8,12,B_demoted
W_4846,46,46,A
W_28493,205,205,A
W_97414,873,873,A
W_11014,1616,1616,A
W_29130,54,54,A
W_136166,4,1,R
W_139530,1,1,R
W_46408,1,1,R
W_20539,1,1,R
W_4696,455,455,A
W_4700,164,164,A
W_13691,9,1,R
W_44435,140,140,A
W_52660,3,1,R
W_114810,24,1,R
W_373,59,59,A
W_6216,85,85,A
W_6097,34,34,A
W_7552,539,539,A
W_121504,11,1,R
W_6216,1,14,B_demoted
W_68063,50,50,A
W_22948,388,388,A
W_11534,29,9,B_not_promoted
W_19912,3,6,B_demoted
W_28094,72,72,A
W_106883,213,213,A
W_2696,11,8,B_not_promoted
W_111408,55,55,A
W_22948,1378,1378,A
W_1347,127,127,A
W_139740,1,1,R
W_144354,1,1,R
W_31360,1767,1767,A
W_32534,132,132,A
W_14019,738,738,A
W_145365,7,1,R
W_6536,1,1,R
W_4267,2,1,R
W_7495,7,28,B_demoted
W_119996,135,135,A
W_5162,222,222,A
W_677,18,7,B_not_promoted
W_1002,2,1,R
W_9133,1,1,R
W_14354,29,23,B_not_promoted
W_1143,3,9,B_demoted
W_1143,2,1,R
W_4867,422,422,A
W_1143,110,110,A
W_27790,35,35,A
W_20110,36,36,A
W_31091,3,3,B_not_promoted
W_13691,2,1,R
W_149807,3,1,R
W_22936,109,109,A
W_22965,611,611,A
W_15521,105,105,A
W_4012,12,3,B_not_promoted
W_4267,6,1,R
W_3928,7716,7716,A
W_43088,1,1,R
W_8202,533,533,A
W_116622,118,118,A
W_154901,2,1,R
W_1812,3,1,R
W_7961,1,1,R
W_156539,7,1,R
W_156539,122,122,A
W_6097,85,85,A
W_139588,2524,2524,A
W_132686,3740,3740,A
W_10313,145,145,A
W_42054,326,326,A
W_26542,1382,1382,A
W_11859,183,183,A
W_22926,33,33,A
W_5958,2,1,R
W_10603,15,1,R
W_4884,749,749,A
W_8521,1,1,R
W_1792,7,10,B_demoted
W_7489,879,879,A
W_34791,162,162,A
W_34907,41,41,A
W_9286,9,12,B_demoted
W_14501,3,1,R
W_11249,2,1,R
W_3260,197,197,A
W_11657,2,1,R
W_20710,54,54,A
W_6292,7,1,R
W_18,54,54,A
W_48,8,1,R
W_5616,15,2,B_not_promoted
W_4655,2,1,R
W_6616,293,293,A
W_140168,211,211,A
W_64372,86,86,A
W_5552,28,25,B_not_promoted
W_43898,1,12,B_demoted
W_11014,5931,5931,A
W_9128,38,38,A
W_21352,19,9,B_not_promoted
W_11249,1,1,R
W_25113,3350,3350,A
W_14229,6,1,R
W_2928,1,1,R
W_68472,981,981,A
W_34568,752,752,A
W_124809,4,27,B_demoted
W_12972,63,63,A
W_68472,197,197,A
W_4916,18,1,R
W_10849,123,123,A
W_91832,16,1,R
W_74245,72,72,A
W_21695,1,1,R
W_4916,4,1,R
W_125863,2,6,B_demoted
W_731,167,167,A
W_5095,39,39,A
W_82218,1906,1906,A
W_124809,32,32,A
W_2158,68,68,A
W_20097,29,1,R
W_20097,25,1,R
W_50523,1,1,R
W_50523,214,214,A
W_4945,1,17,B_demoted
W_82877,1,1,R
W_961,2,1,R
W_9560,196,196,A
W_4922,3,1,R
W_4812,64,64,A
W_1650,1,1,R
W_99751,10,1,R
W_4728,2,1,R
W_8872,1,1,R
W_4945,4,1,R
W_5724,1,1,R
W_4812,30,18,B_not_promoted
W_4812,9,12,B_demoted
W_1454,2,1,R
W_31383,3,1,R
W_56072,1,1,R
W_9704,20,25,B_demoted
W_5162,27,2,B_not_promoted
W_3099,40,40,A
W_4354,404,404,A
W_25113,156,156,A
W_4812,59,59,A
W_47101,178,178,A
W_5319,5633,5633,A
W_7264,86,86,A
W_30326,2451,2451,A
W_20005,65,65,A
W_18,12,1,R
W_35188,211,211,A
W_34907,136,136,A
W_7762,20,1,R
W_4939,3,17,B_demoted
W_19955,5,1,R
W_44435,1129,1129,A
W_10253,2,1,R
W_4945,3,6,B_demoted
W_10790,1,1,R
W_7550,4,1,R
W_867,1,1,R
W_77153,55,55,A
W_3978,1,1,R
W_52177,696,696,A
W_40120,1574,1574,A
W_3353,18,2,B_not_promoted
W_64445,1,3,B_demoted
W_35472,47,47,A
W_35472,176,176,A
W_35472,1898,1898,A
W_1017,1,1,R
W_4810,165,165,A
W_3177,2,1,R
W_27790,23,15,B_not_promoted
W_775,2,1,R
W_52660,24,1,R
W_46288,58,58,A
W_26687,43,43,A
W_7489,487,487,A
W_26988,3,1,R
W_706,1,1,R
W_375,2,1,R
W_32531,1,1,R
W_841,1,1,R
W_5319,1,1,R
W_15223,227,227,A
W_22235,6,12,B_demoted
W_87758,18,1,R
W_3839,9,1,R
W_5363,200,200,A
W_22,243,243,A
W_26941,60,60,A
W_11898,145,145,A
W_85332,82,82,A
W_11051,15,2,B_not_promoted
W_47101,153,153,A
W_6441,76,76,A
W_46851,11,7,B_not_promoted
W_29078,19,22,B_demoted
W_27164,117,117,A
W_9376,32,32,A
W_47674,3,30,B_demoted
W_1364,8,6,B_not_promoted
W_19903,3,1,R
W_42521,191,191,A
W_7247,36,36,A
W_9286,67,67,A
W_142008,4,10,B_demoted
W_10914,18,2,B_not_promoted
W_1939,1018,1018,A
W_4841,29,1,R
W_5549,4,1,R
W_12135,99,99,A
W_87758,229,229,A
W_4655,8,5,B_not_promoted
W_1282,80,80,A
W_1276,1,1,R
W_9350,9,1,R
W_4762,4244,4244,A
W_23770,605,605,A
W_27911,73,73,A
W_27911,16,5,B_not_promoted
W_70931,107,107,A
W_4690,31,31,A
W_39438,290,290,A
W_71702,223,223,A
W_2768,1,1,R
W_462,1,1,R
W_47901,1,1,R
W_13698,170,170,A
W_2454,4,2,B_not_promoted
W_14019,3516,3516,A
W_4749,12,17,B_demoted
W_2970,1393,1393,A
W_5342,21,4,B_not_promoted
W_21828,1,1,R
W_34604,166,166,A
W_401,9,2,B_not_promoted
W_6097,35,35,A
W_23525,3,1,R
W_40876,117,117,A
W_3839,221,221,A
W_27579,270,270,A
W_34728,2,1,R
W_12972,1,1,R
W_121548,58,58,A
W_76498,171,171,A
W_39783,1651,1651,A
W_5316,142,142,A
W_10338,1,1,R
W_118849,1,1,R
W_22053,326,326,A
W_11552,4,2,B_not_promoted
W_7249,2,1,R
W_13691,665,665,A
W_13440,51,51,A
W_42311,1,8,B_demoted
W_37776,172,172,A
W_6485,43,43,A
W_6485,130,130,A
W_4690,91,91,A
W_121548,2578,2578,A
W_23165,51,51,A
W_32202,1,1,R
W_13216,8,1,R
W_23544,4,2,B_not_promoted
W_4696,29,1,R
W_2974,2,1,R
W_5368,1,1,R
W_1362,5745,5745,A
W_9626,1,1,R
W_9574,137,137,A
W_10472,2,1,R
W_47639,50,50,A
W_115054,18,25,B_demoted
W_30424,22,18,B_not_promoted
W_34568,5,3,B_not_promoted
W_5616,189,189,A
W_22451,3158,3158,A
W_6437,1,6,B_demoted
W_5954,1,1,R
W_42054,293,293,A
W_9560,35,35,A
W_122254,154,154,A
W_12317,18,14,B_not_promoted
W_299,27,24,B_not_promoted
W_40924,61,61,A
W_50523,1,1,R
W_115054,18,27,B_demoted
W_64395,1176,1176,A
W_5552,5,14,B_demoted
W_5233,42,42,A
W_8535,6,7,B_demoted
W_6715,16,1,R
W_4865,106,106,A
W_22235,57,57,A
W_18,11,2,B_not_promoted
W_882,1098,1098,A
W_7027,178,178,A
W_401,8,6,B_not_promoted
W_121296,24,2,B_not_promoted
W_117849,8,1,R
W_10907,48,48,A
W_27579,19,30,B_demoted
W_5231,1,1,R
W_5071,1,1,R
W_83871,66,66,A
W_129296,13,14,B_demoted
W_115054,1,1,R
W_125863,75,75,A
W_20710,118,118,A
W_7116,348,348,A
W_132987,139,139,A
W_35395,14,19,B_demoted
W_4867,47,47,A
W_4916,167,167,A
W_9092,3,1,R
W_145365,4,27,B_demoted
W_22235,1,1,R
W_28687,713,713,A
W_10428,136,136,A
W_6394,211,211,A
W_2110,2,1,R
W_121401,116,116,A
W_22235,135,135,A
W_149807,3,1,R
W_128680,15,30,B_demoted
W_26461,101,101,A
W_111991,196,196,A
W_52177,44,44,A
W_30246,4,1,R
W_11358,10,6,B_not_promoted
W_35206,1,17,B_demoted
W_118849,11,1,R
W_134622,92,92,A
W_118543,2,1,R
W_27894,57,57,A
W_119680,1,2,B_demoted
W_64395,70,70,A
W_140442,2,1,R
W_144458,2,2,B_not_promoted
W_144326,2,1,R
W_22235,840,840,A
W_149519,60,60,A
W_8543,61,61,A
W_7495,2,1,R
W_9508,157,157,A
W_994,4,1,R
W_22235,1216,1216,A
W_50939,60,60,A
W_5095,5,1,R
W_5095,257,257,A
W_87469,12,1,R
W_154901,4,1,R
W_156542,104,104,A
W_124199,4,9,B_demoted
W_69914,35,35,A
W_38476,1,2,B_demoted
W_20539,23,8,B_not_promoted
W_22235,48,48,A
W_34728,30,1,R
W_32531,1,1,R
W_7261,2,1,R
W_24522,20,1,R
W_42631,1,1,R
W_5102,5,14,B_demoted
W_81722,385,385,A
W_4826,35,35,A
W_4826,4,4,B_not_promoted
W_81722,606,606,A
W_81722,99,99,A
W_6753,4,1,R
W_6753,2,1,R
W_367,5,1,R
W_23239,4,11,B_demoted
W_11850,9,16,B_demoted
W_22235,16,8,B_not_promoted
W_2974,838,838,A
W_41771,35,35,A
W_134347,7,1,R
W_11471,36,36,A
W_11471,24,20,B_not_promoted
W_11471,13,9,B_not_promoted
W_11471,81,81,A
W_22235,6,1,R
W_22235,15,1,R
W_63932,14,22,B_demoted
W_74362,27,1,R
W_74362,4,1,R
W_14662,30,1,R
W_11641,46,46,A
W_14599,680,680,A
W_26,1,3,B_demoted
W_69943,45,45,A
W_5095,1,1,R
W_48,11,9,B_not_promoted
W_6216,1,1,R
W_4755,5937,5937,A
W_4814,61,61,A
W_5915,220,220,A
W_22961,46,46,A
W_22945,3,2,B_not_promoted
W_7229,65,65,A
W_159387,246,246,A
W_159387,69,69,A
W_159387,101,101,A
W_159387,99,99,A
W_159387,27,20,B_not_promoted
W_159387,643,643,A
W_5342,25,6,B_not_promoted
W_6453,1428,1428,A
W_38171,145,145,A
W_5915,67,67,A
W_11794,62,62,A
W_22961,3,25,B_demoted
W_9266,13,1,R
W_7580,75,75,A
W_82146,11,20,B_demoted
W_13695,4,2,B_not_promoted
W_5118,7,5,B_not_promoted
W_25489,228,228,A
W_27579,17,25,B_demoted
W_74362,2,12,B_demoted
W_34728,1,1,R
W_27906,51,51,A
W_11794,92,92,A
W_43088,1,1,R
W_23165,17,1,R
W_23544,2,1,R
W_656,6431,6431,A
W_9271,1,1,R
W_23627,182,182,A
W_4867,10,3,B_not_promoted
W_33251,729,729,A
W_4683,26,5,B_not_promoted
W_39783,29,7,B_not_promoted
W_132685,677,677,A
W_11823,237,237,A
W_21817,1,16,B_demoted
W_14861,88,88,A
W_4702,342,342,A
W_118823,27,15,B_not_promoted
W_97632,274,274,A
W_6102,10,1,R
W_10641,19,30,B_demoted
W_3077,159,159,A
W_22235,5,1,R
W_114606,487,487,A
W_14662,1,1,R
W_4751,1,1,R
W_2658,1,1,R
W_154901,1,1,R
W_10154,16,27,B_demoted
W_5141,1,1,R
W_11779,63,63,A
W_5687,3,1,R
W_47639,19,19,B_not_promoted
W_580,14,1,R
W_662,1,1,R
W_2301,1,1,R
W_14229,1,1,R
W_9103,13,1,R
W_10685,3,1,R
W_10526,1,1,R
W_303,1,1,R
W_10790,1,1,R
W_10141,1314,1314,A
W_17671,170,170,A
W_51795,160,160,A
W_1378,18,1,R
W_11054,84,84,A
W_10931,1098,1098,A
W_101220,83,83,A
W_22235,1,15,B_demoted
W_128680,6,21,B_demoted
W_3858,88,88,A
W_32534,1,1,R
W_52963,44,44,A
W_32053,38,38,A
W_77153,1,1,R
W_10931,7,6,B_not_promoted
W_656,190,190,A
W_10931,9,4,B_not_promoted
W_77153,1,1,R
W_32053,1,1,R
W_52963,692,692,A
W_114742,39,39,A
W_7284,5,3,B_not_promoted
W_13873,3,2,B_not_promoted
W_11471,75,75,A
W_22926,267,267,A
W_12168,1,1,R
W_29078,28,1,R
W_11473,64,64,A
W_114490,79,79,A
W_19417,936,936,A
W_13540,10,2,B_not_promoted
W_4689,105,105,A
W_11358,9,1,R
W_7818,181,181,A
W_20084,888,888,A
W_5216,1,1,R
W_1108,18,27,B_demoted
W_4775,59,59,A
W_4945,1,1,R
W_82200,118,118,A
W_5162,217,217,A
W_5162,1180,1180,A
W_14354,37,37,A
W_120968,1,1,R
W_20162,878,878,A
W_4867,74,74,A
W_142049,10,23,B_demoted
W_40702,627,627,A
W_20769,144,144,A
W_16560,95,95,A
W_1153,16,1,R
W_142049,2,1,R
W_34728,29,3,B_not_promoted
W_142049,20,13,B_not_promoted
W_9703,26,1,R
W_142049,8,1,R
W_142049,5,22,B_demoted
W_142049,2,5,B_demoted
W_34728,16,1,R
W_142049,149,149,A
W_111991,35,35,A
W_39438,186,186,A
W_142049,42,42,A
W_124199,136,136,A
W_775,1,1,R
W_109122,299,299,A
W_29299,19,7,B_not_promoted
W_20769,61,61,A
W_34728,957,957,A
W_20769,280,280,A
W_129436,513,513,A
W_18507,172,172,A
W_38171,13,10,B_not_promoted
W_7581,32,32,A
W_4689,1,1,R
W_51795,302,302,A
W_133525,1,1,R
W_51795,7,16,B_demoted
W_135478,27,5,B_not_promoted
W_26111,57,57,A
W_58783,198,198,A
W_132900,17,1,R
W_7583,252,252,A
W_31383,2,2,B_not_promoted
W_137056,2,1,R
W_139740,62,62,A
W_140437,3,1,R
W_140442,2,6,B_demoted
W_135478,4,11,B_demoted
W_151781,12,1,R
W_149807,10,1,R
W_154901,1,1,R
W_8673,1,1,R
W_151781,46,46,A
W_11641,232,232,A
W_32595,2,1,R
W_32595,91,91,A
W_32595,1,1,R
W_12168,24,22,B_not_promoted
W_111535,307,307,A
W_627,363,363,A
W_22961,9,9,B_not_promoted
W_61207,26,14,B_not_promoted
W_40671,9,6,B_not_promoted
W_56366,86,86,A
W_19353,47,47,A
W_7446,1,2,B_demoted
W_39520,1,1,R
W_704,17,8,B_not_promoted
W_704,763,763,A
W_19955,1,1,R
W_704,925,925,A
W_704,7,10,B_demoted
W_4922,14,1,R
W_12792,14,1,R
W_38517,530,530,A
W_4814,1,19,B_demoted
W_112640,1,1,R
W_46288,2,1,R
W_7032,26,19,B_not_promoted
W_14861,12,7,B_not_promoted
W_132686,5,23,B_demoted
W_109642,1884,1884,A
W_42453,100,100,A
W_7229,177,177,A
W_3264,569,569,A
W_12031,6,21,B_demoted
W_7580,462,462,A
W_4814,472,472,A
W_10216,4,13,B_demoted
W_29060,74,74,A
W_29380,51,51,A
W_38517,59,59,A
W_11794,73,73,A
W_4887,19,2,B_not_promoted
W_124199,106,106,A
W_10852,16,4,B_not_promoted
W_4692,1014,1014,A
W_11473,1,1,R
W_118823,463,463,A
W_26111,14,1,R
W_13552,149,149,A
W_10845,80,80,A
W_27911,44,44,A
W_121852,209,209,A
W_31725,455,455,A
W_55861,14,1,R
W_11667,1688,1688,A
W_23770,1694,1694,A
W_4689,117,117,A
W_12140,88,88,A
W_44435,88,88,A
W_20036,89,89,A
W_2558,1,1,R
W_5095,4,1,R
W_7550,1,1,R
W_3237,303,303,A
W_2081,702,702,A
W_10846,178,178,A
W_113724,8,9,B_demoted
W_2974,1,1,R
W_52177,4,2,B_not_promoted
W_52177,187,187,A
W_52177,75,75,A
W_52177,608,608,A
W_882,52,52,A
W_142049,1154,1154,A
W_142049,1128,1128,A
W_142049,2778,2778,A
W_29299,11,3,B_not_promoted
W_20769,306,306,A
W_11387,15,6,B_not_promoted
W_27579,27,22,B_not_promoted
W_11387,13,1,R
W_10901,163,163,A
W_52227,8,1,R
W_2427,9,1,R
W_9643,11,29,B_demoted
W_87469,3,3,B_not_promoted
W_9812,13,1,R
W_1792,1,1,R
W_14354,17,8,B_not_promoted
W_121296,166,166,A
W_47101,23,10,B_not_promoted
W_53040,49,49,A
W_59952,634,634,A
W_33251,8,11,B_demoted
W_33251,40,40,A
W_33251,30,2,B_not_promoted
W_33251,5,10,B_demoted
W_33251,82,82,A
W_299,8,1,R
W_10237,1,1,R
W_3744,1,1,R
W_1456,2,1,R
W_7249,1,1,R
W_33251,212,212,A
W_11552,11,1,R
W_33251,347,347,A
W_33251,55,55,A
W_33251,255,255,A
W_5231,1,10,B_demoted
W_52963,115,115,A
W_18,84,84,A
W_5233,10,1,R
W_63854,282,282,A
W_27328,99,99,A
W_2970,11,1,R
W_21695,7,1,R
W_64766,233,233,A
W_29130,69,69,A
W_37947,21,14,B_not_promoted
W_59954,10,1,R
W_59954,43,43,A
W_59954,158,158,A
W_59954,93,93,A
W_59954,62,62,A
W_59954,94,94,A
W_4945,8,2,B_not_promoted
W_1143,1611,1611,A
W_59954,9,2,B_not_promoted
W_103129,109,109,A
W_59954,1,2,B_demoted
W_20185,37,37,A
W_2454,2,5,B_demoted
W_28094,7,3,B_not_promoted
W_62433,663,663,A
W_20185,38,38,A
W_32053,2,27,B_demoted
W_1305,80,80,A
W_4820,40,40,A
W_7818,20,11,B_not_promoted
W_12159,461,461,A
W_662,5,10,B_demoted
W_93644,17,13,B_not_promoted
W_82146,61,61,A
W_40251,128,128,A
W_20185,20,8,B_not_promoted
W_126478,128,128,A
W_4692,370,370,A
W_20036,147,147,A
W_13540,578,578,A
W_20088,82,82,A
W_4814,72,72,A
W_38171,29,10,B_not_promoted
W_44137,375,375,A
W_20185,297,297,A
W_575,3,1,R
W_20110,11,6,B_not_promoted
W_42311,1,1,R
W_21013,79,79,A
W_21013,6377,6377,A
W_21013,26,1,R
W_17274,18,5,B_not_promoted
W_3928,2,1,R
W_5388,10,1,R
W_175,14,1,R
W_10472,1,1,R
W_32202,25,1,R
W_40971,2193,2193,A
W_146806,44,44,A
W_11051,1,1,R
W_52660,11,1,R
W_580,14,2,B_not_promoted
W_6536,1,1,R
W_1378,5,2,B_not_promoted
W_1143,1,1,R
W_23627,34,34,A
W_28495,277,277,A
W_114408,231,231,A
W_13875,63,63,A
W_13549,156,156,A
W_127547,67,67,A
W_9297,2,1,R
W_4775,2,1,R
W_17662,19,22,B_demoted
W_623,1763,1763,A
W_5930,367,367,A
W_9376,118,118,A
W_93655,58,58,A
W_37513,1,1,R
W_7027,2,1,R
W_10931,1,1,R
W_37513,30,19,B_not_promoted
W_39438,314,314,A
W_46851,8,8,B_not_promoted
W_1055,25,29,B_demoted
W_5283,1,9,B_demoted
W_19955,149,149,A
W_19955,25,22,B_not_promoted
W_19955,2,2,B_not_promoted
W_52851,1,5,B_demoted
W_39783,7,1,R
W_1033,112,112,A
W_5697,29,7,B_not_promoted
W_73656,164,164,A
W_99751,7,15,B_demoted
W_17662,3,1,R
W_5687,4,1,R
W_8824,7,1,R
W_26939,1,17,B_demoted
W_38476,702,702,A
W_17274,27,2,B_not_promoted
W_161,107,107,A
W_5461,2374,2374,A
W_9199,1,1,R
W_10581,14,19,B_demoted
W_52963,23,1,R
W_11779,93,93,A
W_14229,1,2,B_demoted
W_23627,40,40,A
W_70931,82,82,A
W_70887,47,47,A
W_11667,21,22,B_demoted
W_564,10,1,R
W_704,111,111,A
W_13127,4,1,R
W_47674,50,50,A
W_10848,24,16,B_not_promoted
W_10848,7,1,R
W_32534,1,1,R
W_10848,35,35,A
W_124745,37,37,A
W_52177,291,291,A
W_546,3,1,R
W_42997,1156,1156,A
W_124745,23,8,B_not_promoted
W_53040,38,38,A
W_2474,15,1,R
W_53040,44,44,A
W_53040,293,293,A
W_53040,1682,1682,A
W_111535,105,105,A
W_19943,284,284,A
W_35188,67,67,A
W_13204,4,1,R
W_25489,1450,1450,A
W_46851,59,59,A
W_121548,67,67,A
W_12460,41,41,A
W_1364,111,111,A
W_9574,238,238,A
W_22948,198,198,A
W_111408,458,458,A
W_77841,270,270,A
W_63101,8,26,B_demoted
W_114408,61,61,A
W_64395,125,125,A
W_122254,125,125,A
W_20120,189,189,A
W_138964,1,13,B_demoted
W_63932,11,3,B_not_promoted
W_142439,279,279,A
W_114394,21,5,B_not_promoted
W_27919,69,69,A
W_114394,451,451,A
W_5316,153,153,A
W_9507,2,1,R
W_5319,1,1,R
W_430,106,106,A
W_4277,2,1,R
W_28784,35,35,A
W_5319,1,1,R
W_156539,1,1,R
W_40034,428,428,A
W_29299,1201,1201,A
W_11552,33,33,A
W_2673,2,1,R
W_10581,7,5,B_not_promoted
W_8213,3,1,R
W_112640,1,1,R
W_3978,11,3,B_not_promoted
W_21013,1,1,R
W_53262,61,61,A
W_53262,151,151,A
W_114712,2,6,B_demoted
W_6093,84,84,A
W_59952,924,924,A
W_4806,252,252,A
W_10212,267,267,A
W_4852,170,170,A
W_4852,78,78,A
W_23767,77,77,A
W_52851,154,154,A
W_53351,297,297,A
W_6807,3,1,R
W_53351,312,312,A
W_53351,216,216,A
W_53351,512,512,A
W_11387,1,2,B_demoted
W_22053,1,1,R
W_28184,4,1,R
W_20710,12,6,B_not_promoted
W_28184,70,70,A
W_28184,65,65,A
W_12968,14,1,R
W_2696,4,4,B_not_promoted
W_135493,1,1,R
W_135493,2,1,R
W_122709,3,1,R
W_4922,54,54,A
W_11817,79,79,A
W_28184,2,28,B_demoted
W_5342,3,1,R
W_121182,93,93,A
W_137056,1,1,R
W_140442,3,1,R
W_5342,20,3,B_not_promoted
W_156124,69,69,A
W_156124,382,382,A
W_13691,30,19,B_not_promoted
W_156124,54,54,A
W_40702,70,70,A
W_156124,469,469,A
W_156124,8,16,B_demoted
W_39525,1,1,R
W_564,1,1,R
W_32058,1,1,R
W_4852,88,88,A
W_22556,2,1,R
W_40971,243,243,A
W_9508,9,1,R
W_179,2,1,R
W_7878,442,442,A
W_117403,22,1,R
W_115692,527,527,A
W_31091,255,255,A
W_55861,2,1,R
W_121548,52,52,A
W_4939,416,416,A
W_123840,212,212,A
W_118399,780,780,A
W_5363,2379,2379,A
W_79329,94,94,A
W_149807,605,605,A
W_29487,53,53,A
W_1347,3,1,R
W_119473,45,45,A
W_6453,338,338,A
W_18505,16,1,R
W_92417,140,140,A
W_53687,37,37,A
W_129436,695,695,A
W_8535,69,69,A
W_1795,5,1,R
W_994,1,1,R
W_4829,82,82,A
W_42338,98,98,A
W_144326,1,1,R
W_13540,104,104,A
W_28547,4,1,R
W_19985,121,121,A
W_4849,50,50,A
W_9812,3359,3359,A
W_156124,11,1,R
W_5102,7,2,B_not_promoted
W_4806,9,7,B_not_promoted
W_43088,1,1,R
W_42117,1,1,R
W_9724,40,40,A
W_50523,93,93,A
W_11652,43,43,A
W_11823,1356,1356,A
W_179,12,1,R
W_199,126,126,A
W_10141,6,20,B_demoted
W_5388,2,1,R
W_4646,17,3,B_not_promoted
W_30668,21,13,B_not_promoted
W_4277,3,3,B_not_promoted
W_132987,89,89,A
W_9092,6,18,B_demoted
W_5396,22,1,R
W_3673,115,115,A
W_662,2235,2235,A
W_3552,87,87,A
W_14662,115,115,A
W_4751,8,1,R
W_5461,162,162,A
W_108692,1347,1347,A
W_53997,2,1,R
W_151781,23,20,B_not_promoted
W_53997,16,1,R
W_53997,116,116,A
W_38476,8,4,B_not_promoted
W_627,5,27,B_demoted
W_4700,42,42,A
W_58781,129,129,A
W_27328,2539,2539,A
W_20769,137,137,A
W_149519,6,1,R
W_149807,41,41,A
