query_pid,query_wid,s1_first,s1_ap,cov,none_n96_first,none_n96_ap,profile_cosine_n96_first,profile_cosine_n96_ap,exhaustive_dtw_n96_first,exhaustive_dtw_n96_ap,none_n384_first,none_n384_ap,profile_cosine_n384_first,profile_cosine_n384_ap,exhaustive_dtw_n384_first,exhaustive_dtw_n384_ap
P_102474,W_12992,9,0.1683502576507709,7,9,0.20476054,1,0.37155868,1,0.37155868,9,0.20248781,1,0.50392174,1,0.50294952
P_10253,W_10253,2,0.2683772127174633,5,1,0.33950917,1,0.41182959,1,0.41182959,1,0.31867583,1,0.38768938,1,0.38768938
P_102533,W_27906,75,0.005533852879549606,0,75,0.00553385,75,0.00553385,75,0.00553385,75,0.00553385,75,0.00553385,75,0.00553385
P_10257,W_100,333,0.001928255398974502,0,333,0.00192826,333,0.00192826,333,0.00192826,333,0.00192826,333,0.00192826,333,0.00192826
P_102577,W_102577,565,0.0026652798734427296,0,565,0.00266528,565,0.00266528,565,0.00266528,565,0.00266528,565,0.00266528,565,0.00266528
P_10259,W_2768,2,0.11154149669294838,3,20,0.04357804,2,0.09996061,2,0.09996061,19,0.04379734,2,0.14178511,2,0.14178511
P_102602,W_51980,10,0.03920448700532019,2,5,0.04520682,1,0.11294186,1,0.11988631,6,0.04349742,1,0.18238631,1,0.18238631
P_10261,W_10253,211,0.0036704091635883927,0,211,0.00367041,211,0.00367041,211,0.00367041,211,0.00367041,211,0.00367041,211,0.00367041
P_102624,W_11794,441,0.003263063598229376,0,441,0.00326306,441,0.00326306,441,0.00326306,441,0.00326306,441,0.00326306,441,0.00326306
P_102627,W_75372,57,0.005474274516129936,0,57,0.00547427,57,0.00547427,57,0.00547427,57,0.00547427,57,0.00547427,57,0.00547427
P_102651,W_3097,1,0.21737882813631945,3,3,0.08797062,1,0.28821216,1,0.28821216,2,0.1018595,1,0.28821216,1,0.28821216
P_102653,W_33804,2,0.23253696419399814,5,1,0.32559827,1,0.45516176,1,0.45516176,1,0.32614942,1,0.45516176,1,0.45516176
P_102710,W_10144,6,0.08315613739118616,4,15,0.0697235,1,0.28349564,1,0.28458497,14,0.07012033,1,0.3054183,1,0.32747713
P_102746,W_1033,154,0.0025120620962729824,0,154,0.00251206,154,0.00251206,154,0.00251206,154,0.00251206,154,0.00251206,154,0.00251206
P_102802,W_20610,3,0.24076891892161076,7,1,0.29230764,1,0.55466253,1,0.56106274,1,0.29612709,1,0.56371426,1,0.56106274
P_102917,W_5231,103,0.00601034597364913,0,103,0.00601035,103,0.00601035,103,0.00601035,103,0.00601035,103,0.00601035,103,0.00601035
P_102950,W_3092,1,0.3338850484431735,5,3,0.16887182,1,0.39429649,1,0.39339462,3,0.17024545,1,0.40917745,1,0.40917745
P_102984,W_4865,2,0.11871657988552577,4,19,0.07573602,1,0.2154294,1,0.24055566,20,0.0746619,1,0.24328293,1,0.28222233
P_102987,W_175,719,0.0009110575811354082,0,719,0.00091106,719,0.00091106,719,0.00091106,719,0.00091106,719,0.00091106,719,0.00091106
P_103,W_103,1,0.31463297658162026,5,9,0.10432588,1,0.30885295,1,0.30885295,9,0.10649893,1,0.33601345,1,0.33601345
P_103143,W_103129,125,0.003004030697120097,0,125,0.00300403,125,0.00300403,125,0.00300403,125,0.00300403,125,0.00300403,125,0.00300403
P_10317,W_13523,27,0.024445137342581663,1,28,0.02433491,3,0.0491365,3,0.0491365,25,0.02469205,4,0.04219205,4,0.04219205
P_103197,W_53687,29,0.007043472241163552,1,15,0.00972546,21,0.00813816,21,0.00813816,20,0.00833658,26,0.00737504,26,0.00737504
P_103216,W_10717,4,0.05314627999260749,2,6,0.02719599,11,0.02191485,11,0.02191485,4,0.03462776,6,0.02884072,6,0.02884072
P_103233,W_272,1,0.733369054692584,10,1,0.48691799,1,0.8448896,1,0.8448896,1,0.48493386,1,0.85023148,1,0.85023148
P_103277,W_11471,16,0.008755248903477042,1,25,0.00688025,1,0.08688025,1,0.08688025,26,0.00675204,2,0.04521358,3,0.03132469
P_103279,W_39438,151,0.004383985701445828,0,151,0.00438399,151,0.00438399,151,0.00438399,151,0.00438399,151,0.00438399,151,0.00438399
P_1033,W_1033,3,0.045456496035543296,1,27,0.02076514,9,0.02693798,9,0.02693798,27,0.02076514,1,0.10101205,1,0.10101205
P_103374,W_5363,31,0.013973824380041341,0,31,0.01397382,31,0.01397382,31,0.01397382,31,0.01397382,31,0.01397382,31,0.01397382
P_103376,W_2966,3,0.08887641139440007,3,4,0.08787214,6,0.08805732,5,0.08969874,2,0.11148325,8,0.08398986,3,0.10194621
P_10338,W_10338,1,0.6559202002228354,8,1,0.47774688,1,0.64616491,1,0.64616491,1,0.48414514,1,0.67195856,1,0.67195856
P_103433,W_1282,11,0.010206904654473275,1,8,0.01304781,3,0.03040892,3,0.03040892,8,0.01304781,1,0.08596448,1,0.08596448
P_103452,W_35206,598,0.0036288052430386197,0,598,0.00362881,598,0.00362881,598,0.00362881,598,0.00362881,598,0.00362881,598,0.00362881
P_103454,W_4884,1164,0.00145243311737259,0,1164,0.00145243,1164,0.00145243,1164,0.00145243,1164,0.00145243,1164,0.00145243,1164,0.00145243
P_103473,W_10906,64,0.013665478061248112,0,64,0.01366548,64,0.01366548,64,0.01366548,64,0.01366548,64,0.01366548,64,0.01366548
P_103475,W_4884,6,0.023838357939293408,1,4,0.0307828,18,0.0145791,18,0.0145791,4,0.0307828,18,0.0145791,18,0.0145791
P_103476,W_86939,32,0.01201247092142771,0,32,0.01201247,32,0.01201247,32,0.01201247,32,0.01201247,32,0.01201247,32,0.01201247
P_103478,W_7257,343,0.0023393158244222694,0,343,0.00233932,343,0.00233932,343,0.00233932,343,0.00233932,343,0.00233932,343,0.00233932
P_103533,W_25000,1,0.6121685772370704,10,13,0.19798751,1,0.66768663,1,0.66768663,13,0.19798751,1,0.71314468,1,0.7109517
P_103557,W_21695,1,0.21284174162866967,4,13,0.06825288,2,0.11285037,5,0.09327138,9,0.07100973,1,0.15504004,1,0.16393989
P_103571,W_43997,1026,0.0013109404183861883,0,1026,0.00131094,1026,0.00131094,1026,0.00131094,1026,0.00131094,1026,0.00131094,1026,0.00131094
P_10360,W_4833,8,0.0943653840038483,4,1,0.24233717,1,0.38261494,1,0.38261494,1,0.24359979,1,0.36594828,1,0.36594828
P_103622,W_20049,13,0.017049801757687968,1,28,0.01361574,16,0.01584788,16,0.01584788,28,0.01361574,20,0.01480621,20,0.01480621
P_103682,W_4835,8,0.11045467753365072,4,19,0.08629702,17,0.09126994,17,0.09011914,18,0.08564978,15,0.09166499,16,0.08949959
P_103687,W_42453,21,0.030029108078351973,2,9,0.034209,8,0.03536641,9,0.03440057,12,0.03189419,3,0.05272752,4,0.04597465
P_103737,W_625,272,0.0023858368484410493,0,272,0.00238584,272,0.00238584,272,0.00238584,272,0.00238584,272,0.00238584,272,0.00238584
P_103766,W_21695,16,0.058008076491557814,2,9,0.06144172,1,0.13551579,3,0.08107135,15,0.05773801,1,0.13570736,1,0.13789674
P_103771,W_103771,21,0.011748718200494451,1,20,0.01194713,2,0.04944713,2,0.04944713,19,0.01216643,1,0.0911138,1,0.0911138
P_103772,W_103771,24,0.034320503518925405,1,7,0.04275304,1,0.11418161,1,0.11418161,6,0.04473717,1,0.11418161,1,0.11418161
P_103808,W_28784,111,0.003235800032692419,0,111,0.0032358,111,0.0032358,111,0.0032358,111,0.0032358,111,0.0032358,111,0.0032358
P_103809,W_4655,12,0.019132111154012654,1,14,0.01814005,1,0.095521,1,0.095521,13,0.01859792,1,0.095521,1,0.095521
P_103845,W_5549,5,0.09319438256677186,4,1,0.34063028,6,0.08156595,6,0.08156595,1,0.34063028,1,0.15280822,1,0.15280822
P_104,W_103,5,0.1023617683190201,3,3,0.11620436,8,0.10033488,8,0.10033488,1,0.17245436,4,0.1212604,4,0.1212604
P_10401,W_4687,75,0.008717578434966919,0,75,0.00871758,75,0.00871758,75,0.00871758,75,0.00871758,75,0.00871758,75,0.00871758
P_104042,W_80336,27,0.012287176980176928,1,19,0.01358672,11,0.01677651,11,0.01677651,18,0.01383039,3,0.03697854,3,0.03697854
P_104063,W_31003,270,0.0063115690701278015,0,270,0.00631157,270,0.00631157,270,0.00631157,270,0.00631157,270,0.00631157,270,0.00631157
P_10408,W_5440,57,0.0077992891362375465,0,57,0.00779929,57,0.00779929,57,0.00779929,57,0.00779929,57,0.00779929,57,0.00779929
P_104213,W_8202,19,0.029464841722205412,2,8,0.03660665,1,0.11162858,1,0.11800817,8,0.03660665,1,0.11476142,1,0.11800817
P_104226,W_2110,1,0.2905956143492617,7,13,0.16692965,2,0.22244974,2,0.21723088,13,0.16286693,2,0.29315972,2,0.29126578
P_104258,W_7776,1751,0.0011141967106579255,0,1751,0.0011142,1751,0.0011142,1751,0.0011142,1751,0.0011142,1751,0.0011142,1751,0.0011142
P_10428,W_10428,1,0.16046793670439538,3,2,0.07464418,1,0.19831516,1,0.19739604,2,0.07419449,1,0.19459492,1,0.19831516
P_104314,W_98770,2,0.13659122693489983,3,5,0.07533778,1,0.21572134,1,0.21572134,6,0.06958959,1,0.21726933,1,0.21726933
P_104315,W_4779,2,0.09323251822027619,2,1,0.13510444,1,0.21248539,1,0.21248539,1,0.1353249,1,0.21248539,1,0.21248539
P_104317,W_4646,22,0.01801373355477248,1,25,0.01755919,28,0.01720205,28,0.01720205,25,0.01755919,29,0.01709942,27,0.01731227
P_104320,W_20122,8,0.0249556970762547,1,19,0.018925,4,0.03537236,4,0.03537236,21,0.01850728,3,0.04231681,3,0.04231681
P_104353,W_3221,609,0.0017366080950991462,0,609,0.00173661,609,0.00173661,609,0.00173661,609,0.00173661,609,0.00173661,609,0.00173661
P_104354,W_6102,22,0.022595356439832945,2,11,0.03302575,14,0.02862459,14,0.02862459,11,0.03302575,14,0.02862459,15,0.02753332
P_104357,W_26939,12,0.022524094473745485,2,9,0.02067224,1,0.1116114,1,0.1116114,8,0.02105805,1,0.11557965,1,0.11557965
P_10436,W_2768,12,0.033834671804768915,1,26,0.03009536,22,0.03067811,22,0.03067811,25,0.03022356,14,0.03284261,14,0.03284261
P_104365,W_1055,122,0.003190547242746896,0,122,0.00319055,122,0.00319055,122,0.00319055,122,0.00319055,122,0.00319055,122,0.00319055
P_10437,W_2110,10,0.061807423170825555,2,9,0.05970855,1,0.14655401,1,0.14655401,9,0.05970855,2,0.14192438,2,0.14192438
P_10441,W_4945,1,0.24701004239139315,4,1,0.18996038,1,0.23116408,1,0.23116408,1,0.18440482,1,0.26449742,1,0.26449742
P_104429,W_9560,1051,0.001315445246676284,0,1051,0.00131545,1051,0.00131545,1051,0.00131545,1051,0.00131545,1051,0.00131545,1051,0.00131545
P_104437,W_76174,3313,0.0009619982261123818,0,3313,0.000962,3313,0.000962,3313,0.000962,3313,0.000962,3313,0.000962,3313,0.000962
P_104513,W_2558,44,0.013791555943901886,0,44,0.01379156,44,0.01379156,44,0.01379156,44,0.01379156,44,0.01379156,44,0.01379156
P_10456,W_2976,2,0.13434745395273381,3,1,0.29823634,1,0.26490301,1,0.26490301,1,0.29823634,1,0.29823634,1,0.29823634
P_104604,W_11014,532,0.001303914340260926,0,532,0.00130391,532,0.00130391,532,0.00130391,532,0.00130391,532,0.00130391,532,0.00130391
P_104659,W_2673,59,0.006496120753100275,0,59,0.00649612,59,0.00649612,59,0.00649612,59,0.00649612,59,0.00649612,59,0.00649612
P_104683,W_19789,10,0.09799219696773102,5,2,0.15268213,1,0.32211061,1,0.32211061,1,0.19831705,1,0.37025876,1,0.37025876
P_104689,W_22556,48,0.021616283110520596,0,48,0.02161628,48,0.02161628,48,0.02161628,48,0.02161628,48,0.02161628,48,0.02161628
P_104716,W_27790,3,0.29814705482149134,6,1,0.28587981,1,0.52790896,1,0.52790896,1,0.28417677,1,0.52790896,1,0.52790896
P_104733,W_10237,13,0.04493568578545071,4,3,0.15649929,7,0.07529976,7,0.07218204,2,0.18335114,4,0.09492521,4,0.09353632
P_104734,W_3270,3434,0.0006584473240796763,0,3434,0.00065845,3434,0.00065845,3434,0.00065845,3434,0.00065845,3434,0.00065845,3434,0.00065845
P_10476,W_3964,12,0.0854249710493236,4,1,0.30471243,1,0.37655151,1,0.37655151,1,0.30471243,1,0.37655151,1,0.37655151
P_104780,W_5388,1,0.46384198129079207,8,1,0.50850558,1,0.34886895,1,0.34381705,1,0.48191828,1,0.39150224,1,0.39150224
P_104788,W_9560,34,0.023557229491482177,0,34,0.02355723,34,0.02355723,34,0.02355723,34,0.02355723,34,0.02355723,34,0.02355723
P_104791,W_7577,133,0.004249224214628074,0,133,0.00424922,133,0.00424922,133,0.00424922,133,0.00424922,133,0.00424922,133,0.00424922
P_10483,W_10472,1,0.4146107513633684,9,1,0.35614348,3,0.2553344,3,0.2617306,1,0.35863027,1,0.5727782,1,0.62371685
P_104834,W_22581,2,0.309616660552207,5,1,0.48322777,1,0.40869073,1,0.40869073,1,0.48322777,1,0.46933888,1,0.46933888
P_104838,W_1983,259,0.002895928515432303,0,259,0.00289593,259,0.00289593,259,0.00289593,259,0.00289593,259,0.00289593,259,0.00289593
P_104854,W_462,6,0.1635631306665916,6,15,0.11675835,3,0.19550819,3,0.20106374,7,0.12310755,2,0.26932691,2,0.26932691
P_10488,W_6616,1,0.2723553450837526,5,1,0.45985535,1,0.42929979,1,0.42929979,1,0.45985535,1,0.40615164,1,0.40615164
P_10492,W_6602,10,0.04733919202288315,1,1,0.12233919,1,0.12233919,1,0.12233919,1,0.12233919,1,0.12233919,1,0.12233919
P_10500,W_6676,1,0.30982580190514547,6,1,0.38758442,1,0.47364503,1,0.47364503,1,0.3973972,1,0.47591776,1,0.47591776
P_105004,W_24222,6,0.04358858112292121,2,1,0.11839701,2,0.12117479,2,0.12117479,1,0.11770257,2,0.12117479,2,0.12117479
P_105015,W_886,9,0.016273265946528174,1,17,0.01191597,1,0.09034734,1,0.09034734,13,0.01342426,1,0.09034734,1,0.09034734
P_105019,W_13440,15,0.023121531172925633,1,2,0.05923264,11,0.02514173,11,0.02514173,3,0.04534375,19,0.02195194,19,0.02195194
P_105030,W_34791,3,0.0823597746329015,2,8,0.06499866,1,0.20273015,1,0.20273015,8,0.06499866,1,0.20273015,1,0.20273015
P_10504,W_430,2,0.10944384045394016,1,9,0.07703643,8,0.07819384,8,0.07819384,9,0.07703643,4,0.08861051,4,0.08861051
P_105053,W_3063,12,0.021167107835877188,1,4,0.035056,7,0.02612743,7,0.02612743,3,0.04200044,4,0.035056,4,0.035056
P_105082,W_8202,110,0.011908335607562631,0,110,0.01190834,110,0.01190834,110,0.01190834,110,0.01190834,110,0.01190834,110,0.01190834
P_105086,W_19955,119,0.003056061906556386,0,119,0.00305606,119,0.00305606,119,0.00305606,119,0.00305606,119,0.00305606,119,0.00305606
P_105107,W_2558,51,0.01717446623059423,0,51,0.01717447,51,0.01717447,51,0.01717447,51,0.01717447,51,0.01717447,51,0.01717447
P_105113,W_1454,5,0.04503315703824743,1,8,0.03878316,1,0.11169982,1,0.11169982,8,0.03878316,1,0.11169982,1,0.11169982
P_105142,W_97414,5,0.12169699018374269,4,1,0.2536244,1,0.21882586,1,0.21049253,1,0.24916011,1,0.23571214,1,0.23571214
P_105227,W_24473,1,0.5176186548776157,6,5,0.16767134,1,0.36940437,1,0.37535675,5,0.17431436,1,0.44447051,1,0.44678532
P_105231,W_148,34,0.01665261734726144,0,34,0.01665262,34,0.01665262,34,0.01665262,34,0.01665262,34,0.01665262,34,0.01665262
P_105233,W_97414,15,0.05158121952178326,3,2,0.13569363,4,0.0866689,4,0.0866689,1,0.16347141,1,0.21735072,1,0.21735072
P_10533,W_1130,1949,0.0009469041365486076,0,1949,0.0009469,1949,0.0009469,1949,0.0009469,1949,0.0009469,1949,0.0009469,1949,0.0009469
P_105417,W_3162,25,0.021554961248275453,1,6,0.03211052,22,0.02200951,22,0.02200951,2,0.05988829,16,0.02342996,16,0.02342996
P_105418,W_1282,73,0.02016388502359016,0,73,0.02016389,73,0.02016389,73,0.02016389,73,0.02016389,73,0.02016389,73,0.02016389
P_105420,W_15519,5,0.030927803824494074,2,4,0.03398336,9,0.02518706,9,0.02479024,3,0.04111937,8,0.03083165,8,0.03083165
P_105421,W_6437,129,0.007625980746802319,0,129,0.00762598,129,0.00762598,129,0.00762598,129,0.00762598,129,0.00762598,129,0.00762598
P_105424,W_2083,22,0.0321265674146394,2,3,0.07833869,5,0.04702556,5,0.04702556,3,0.07437043,6,0.04308228,6,0.04308228
P_105425,W_9133,155,0.0139853289909597,0,155,0.01398533,155,0.01398533,155,0.01398533,155,0.01398533,155,0.01398533,155,0.01398533
P_105434,W_20122,1751,0.0014455104680329096,0,1751,0.00144551,1751,0.00144551,1751,0.00144551,1751,0.00144551,1751,0.00144551,1751,0.00144551
P_105438,W_28687,17,0.042392003871096796,2,27,0.03928247,7,0.05256509,8,0.05046425,27,0.03928247,4,0.06389751,4,0.06389751
P_10546,W_625,2343,0.0006611029573808793,0,2343,0.0006611,2343,0.0006611,2343,0.0006611,2343,0.0006611,2343,0.0006611,2343,0.0006611
P_1055,W_1055,2,0.11717010823200814,4,1,0.12643239,1,0.34901221,1,0.34901221,1,0.12617598,1,0.34901221,1,0.34901221
P_105563,W_10581,2758,0.0010262514588292224,0,2758,0.00102625,2758,0.00102625,2758,0.00102625,2758,0.00102625,2758,0.00102625,2758,0.00102625
P_105702,W_47101,5,0.026585489947476962,1,1,0.09325216,1,0.09325216,1,0.09325216,1,0.09325216,1,0.09325216,1,0.09325216
P_105724,W_882,13,0.021040292962883664,1,25,0.01796337,22,0.01841792,22,0.01841792,24,0.01810226,10,0.02296337,11,0.02220579
P_105740,W_2768,3816,0.000771373669569012,0,3816,0.00077137,3816,0.00077137,3816,0.00077137,3816,0.00077137,3816,0.00077137,3816,0.00077137
P_105746,W_8850,9,0.06208485973447989,2,1,0.20667175,1,0.20667175,1,0.20667175,1,0.20667175,1,0.20667175,1,0.20667175
P_105753,W_1812,1,0.4615359083229927,8,1,0.34930591,1,0.31250129,1,0.31329494,1,0.36650183,1,0.34621258,1,0.34869277
P_10577,W_10577,1,0.10531190933521861,2,1,0.17197858,1,0.17197858,1,0.17197858,1,0.1442008,1,0.17197858,1,0.17197858
P_10582,W_29380,24,0.008476007355975888,1,19,0.00938975,11,0.01257954,13,0.01141404,16,0.01021212,12,0.01194823,12,0.01194823
P_105840,W_87469,3,0.039627711871521976,1,1,0.09518327,2,0.0535166,2,0.0535166,1,0.09518327,1,0.09518327,1,0.09518327
P_105843,W_42934,10,0.05154293509903623,3,4,0.05293554,3,0.06303474,4,0.05421759,6,0.04839494,5,0.05199955,5,0.04982279
P_105885,W_5319,1,0.4354202488856691,7,1,0.52230848,1,0.55450545,1,0.55008625,1,0.53349485,1,0.57439181,1,0.57439181
P_105887,W_6549,7,0.06019244414942485,2,15,0.05067295,1,0.20453768,1,0.20453768,15,0.05100233,1,0.20453768,1,0.20453768
P_105890,W_5141,1,0.09863983981089879,1,29,0.01818007,26,0.01851163,26,0.01851163,29,0.01818007,22,0.01909439,23,0.01892969
P_10603,W_10603,9,0.058855228866658726,4,1,0.17225632,1,0.34153736,1,0.34153736,1,0.18479133,1,0.34153736,1,0.34153736
P_106062,W_10237,2,0.10669370315780724,4,13,0.06312029,1,0.23942875,1,0.23942875,13,0.06460839,1,0.35887319,1,0.35887319
P_106203,W_30552,1,0.17302247888284664,3,20,0.0372133,6,0.04592888,6,0.04592888,19,0.03776198,5,0.04870666,5,0.04870666
P_106207,W_27641,22,0.01388653664760678,1,3,0.03787644,13,0.01650891,11,0.01767442,6,0.02398755,15,0.01565421,17,0.01500062
P_10641,W_10641,3,0.04970013666164247,2,1,0.11120807,1,0.15485887,1,0.15485887,1,0.11120807,1,0.18263664,1,0.18263664
P_106560,W_82877,100,0.008062768307288014,0,100,0.00806277,100,0.00806277,100,0.00806277,100,0.00806277,100,0.00806277,100,0.00806277
P_10662,W_10526,2,0.1386611262346162,4,4,0.11782779,1,0.29699446,1,0.29699446,5,0.11714237,1,0.24684014,1,0.24684014
P_106674,W_932,1,0.1338725180619833,3,18,0.04473312,1,0.27392854,1,0.27392854,18,0.04539319,1,0.27392854,1,0.27392854
P_106678,W_1456,35,0.013862542647915177,0,35,0.01386254,35,0.01386254,35,0.01386254,35,0.01386254,35,0.01386254,35,0.01386254
P_106837,W_2696,1,0.1539090087740882,4,14,0.06047661,4,0.08198291,4,0.08198291,15,0.06040916,7,0.07438059,7,0.07438059
P_10685,W_10685,16,0.05958486771954935,2,1,0.14796628,1,0.21463294,1,0.21463294,1,0.15213294,1,0.21463294,1,0.21463294
P_106883,W_106883,48,0.006329788821885743,0,48,0.00632979,48,0.00632979,48,0.00632979,48,0.00632979,48,0.00632979,48,0.00632979
P_106922,W_52963,9,0.038233646939293674,2,25,0.03230772,1,0.14756413,1,0.14756413,25,0.03230772,1,0.16145302,1,0.16145302
P_106924,W_13208,1,0.49494084231914076,8,1,0.53350646,1,0.718092,1,0.718092,1,0.53350646,1,0.718092,1,0.718092
P_106946,W_6807,1,0.3373529190327702,6,8,0.13046311,1,0.48457514,1,0.48457514,7,0.1306801,1,0.51790847,1,0.51790847
P_106970,W_92417,161,0.0036878967661966616,0,161,0.0036879,161,0.0036879,161,0.0036879,161,0.0036879,161,0.0036879,161,0.0036879
P_10717,W_10717,2,0.055489542054125505,1,21,0.01779113,1,0.09715621,1,0.09715621,21,0.01779113,1,0.09715621,1,0.09715621
P_107170,W_61207,7,0.03263820266859881,1,24,0.02420566,15,0.026289,17,0.0256354,22,0.02452132,23,0.02435663,24,0.02420566
P_107205,W_40034,39,0.005397201426291285,0,39,0.0053972,39,0.0053972,39,0.0053972,39,0.0053972,39,0.0053972,39,0.0053972
P_107498,W_10577,18,0.0175364048046559,2,5,0.04857929,2,0.10135707,2,0.10135707,4,0.05830151,1,0.17080151,1,0.17080151
P_107502,W_10577,80,0.006406480252798539,0,80,0.00640648,80,0.00640648,80,0.00640648,80,0.00640648,80,0.00640648,80,0.00640648
P_107520,W_30668,3,0.034626399397058506,1,9,0.01610788,1,0.09018195,1,0.09018195,17,0.01175058,8,0.01726529,8,0.01726529
P_107524,W_19945,79,0.0038615031357429343,0,79,0.0038615,79,0.0038615,79,0.0038615,79,0.0038615,79,0.0038615,79,0.0038615
P_107529,W_81722,82,0.0035876725021455717,0,82,0.00358767,82,0.00358767,82,0.00358767,82,0.00358767,82,0.00358767,82,0.00358767
P_107531,W_7213,71,0.00444848556465013,0,71,0.00444849,71,0.00444849,71,0.00444849,71,0.00444849,71,0.00444849,71,0.00444849
P_107555,W_5231,71,0.0054042409368429455,0,71,0.00540424,71,0.00540424,71,0.00540424,71,0.00540424,71,0.00540424,71,0.00540424
P_10758,W_2474,41,0.015780201622216838,0,41,0.0157802,41,0.0157802,41,0.0157802,41,0.0157802,41,0.0157802,41,0.0157802
P_107595,W_3928,1,0.771359323323301,10,1,0.54142503,1,0.83403739,1,0.83403739,1,0.54142503,1,0.83403739,1,0.83403739
P_10761,W_4642,664,0.0010711138155312025,0,664,0.00107111,664,0.00107111,664,0.00107111,664,0.00107111,664,0.00107111,664,0.00107111
P_10762,W_1305,4,0.06600770747604161,2,5,0.06184104,18,0.03723787,19,0.03659738,5,0.06184104,18,0.03723787,18,0.03684104
P_10766,W_4642,35,0.012168756554708386,0,35,0.01216876,35,0.01216876,35,0.01216876,35,0.01216876,35,0.01216876,35,0.01216876
P_10767,W_4642,35,0.023294679718068135,0,35,0.02329468,35,0.02329468,35,0.02329468,35,0.02329468,35,0.02329468,35,0.02329468
P_107684,W_9626,1,0.3120853512569827,7,1,0.22960242,1,0.52043672,1,0.52043672,1,0.22543575,1,0.62113117,1,0.62113117
P_107727,W_373,84,0.01807309889886814,0,84,0.0180731,84,0.0180731,84,0.0180731,84,0.0180731,84,0.0180731,84,0.0180731
P_10774,W_10528,163,0.00611334221854204,0,163,0.00611334,163,0.00611334,163,0.00611334,163,0.00611334,163,0.00611334,163,0.00611334
P_107781,W_46851,20,0.017659554266088853,1,10,0.02182622,11,0.02106865,15,0.01904844,11,0.02106865,11,0.02106865,12,0.02043733
P_10784,W_10781,1,0.09746323261572183,1,21,0.01809815,6,0.02801879,6,0.02801879,21,0.01809815,14,0.02008228,14,0.02008228
P_10785,W_10781,36,0.007485436371866133,0,36,0.00748544,36,0.00748544,36,0.00748544,36,0.00748544,36,0.00748544,36,0.00748544
P_107872,W_7550,3,0.06193129217347398,2,5,0.05298067,4,0.07262353,4,0.07262353,5,0.05341927,4,0.07659179,4,0.07659179
P_10788,W_10788,20,0.01919026106048426,1,1,0.09835693,1,0.09835693,1,0.09835693,1,0.09835693,1,0.09835693,1,0.09835693
P_10799,W_3552,64,0.005228853293365192,0,64,0.00522885,64,0.00522885,64,0.00522885,64,0.00522885,64,0.00522885,64,0.00522885
P_108072,W_35472,1,0.13386351827933507,3,1,0.11855216,1,0.231212,1,0.231212,1,0.11855216,1,0.18468423,1,0.18468423
P_108134,W_10154,2,0.08732592124189408,3,1,0.27839735,1,0.27839735,1,0.27839735,1,0.21728624,1,0.27839735,1,0.27839735
P_108135,W_47639,16,0.031789837684452,1,9,0.03584076,2,0.06824817,2,0.06824817,9,0.03584076,2,0.06824817,2,0.06824817
P_108150,W_8202,1,0.3164614329789881,4,1,0.31414662,1,0.37896143,1,0.37896143,1,0.31523594,1,0.37896143,1,0.37896143
P_108182,W_10907,7,0.03241112844324354,1,2,0.06217303,1,0.1038397,1,0.1038397,2,0.06217303,1,0.1038397,1,0.1038397
P_108218,W_32595,2,0.07343583364915997,1,1,0.1151025,7,0.04367393,7,0.04367393,1,0.1151025,2,0.07343583,2,0.07343583
P_108237,W_53997,96,0.004237211297530633,0,96,0.00423721,96,0.00423721,96,0.00423721,96,0.00423721,96,0.00423721,96,0.00423721
P_108259,W_68472,711,0.0010507364791210417,0,711,0.00105074,711,0.00105074,711,0.00105074,711,0.00105074,711,0.00105074,711,0.00105074
P_108282,W_29078,2,0.05832491893283954,2,12,0.0261889,1,0.10813335,1,0.10614922,13,0.02609331,1,0.11091113,1,0.10813335
P_108286,W_1378,10,0.017819980549274663,1,13,0.0158969,19,0.01387261,19,0.01387261,18,0.01411628,23,0.01310984,23,0.01310984
P_108327,W_5461,477,0.001118931761758738,0,477,0.00111893,477,0.00111893,477,0.00111893,477,0.00111893,477,0.00111893,477,0.00111893
P_108364,W_47639,4,0.03452420881855026,1,19,0.01807684,18,0.01832051,18,0.01832051,20,0.01785754,7,0.02559564,7,0.02559564
P_108372,W_10154,1,0.17692965877791025,3,16,0.04463799,1,0.24984633,1,0.24984633,15,0.04378711,1,0.24984633,1,0.24984633
P_108376,W_1278,1,0.17042930919335866,3,1,0.28650074,1,0.24483407,1,0.24483407,1,0.28650074,1,0.28650074,1,0.28650074
P_10838,W_10838,109,0.004924613397813886,0,109,0.00492461,109,0.00492461,109,0.00492461,109,0.00492461,109,0.00492461,109,0.00492461
P_108434,W_4916,3,0.036044818199354504,1,14,0.01421942,16,0.01347537,16,0.01347537,14,0.01421942,19,0.01265301,19,0.01265301
P_108449,W_5216,13,0.018776674590207026,1,2,0.05403308,4,0.03319975,4,0.03319975,1,0.09569975,3,0.0401442,3,0.0401442
P_108458,W_19748,3,0.10581294608629631,3,19,0.03195817,4,0.05928517,4,0.05928517,19,0.03258948,6,0.06692406,6,0.06692406
P_10846,W_10846,70,0.005854975594031608,0,70,0.00585498,70,0.00585498,70,0.00585498,70,0.00585498,70,0.00585498,70,0.00585498
P_108465,W_31003,187,0.006963673683726571,0,187,0.00696367,187,0.00696367,187,0.00696367,187,0.00696367,187,0.00696367,187,0.00696367
P_108473,W_101220,171,0.005216196251169783,0,171,0.0052162,171,0.0052162,171,0.0052162,171,0.0052162,171,0.0052162,171,0.0052162
